"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 02 09:49:54 GMT 2025","Fri May 02 09:50:03 GMT 2025","9119","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWrittenInOneRowInsideJsonFile","Upload a user, when the code is in one row - API Test","Uploads a user and verifies status code and response"
"passed","Fri May 02 09:46:42 GMT 2025","Fri May 02 09:46:51 GMT 2025","9089","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","sendEmptyObjectToAddNewZipCode","Try to send an empty object - API Test","Gets 400 status code and verifies response"
"passed","Fri May 02 09:46:05 GMT 2025","Fri May 02 09:46:15 GMT 2025","9122","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","addDuplicatedZipCodes","Add duplicated Zip codes - API Test","Verifies status code and response, only unique codes should be added"
"failed","Fri May 02 09:49:35 GMT 2025","Fri May 02 09:49:45 GMT 2025","9113","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithIncorrectTwoZipCodes","Try to upload two users, when Zip code is incorrect for both of them - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 09:46:33 GMT 2025","Fri May 02 09:46:42 GMT 2025","9068","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","sendEmptyArrayToAddNewZipCode","Try to send an empty array - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 09:48:22 GMT 2025","Fri May 02 09:48:31 GMT 2025","9110","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","sendSexOnly","Get 409 status code when send only Sex inside request - API Test","Verifies the status code and response when only Sex is sent"
"failed","Fri May 02 09:47:55 GMT 2025","Fri May 02 09:48:04 GMT 2025","9100","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUserWhenSendOnlyRequiredFields","Create User by sending only required fields in request - API Test","Creates a user and verifies the user is created when only required fields were sent"
"failed","Fri May 02 09:48:41 GMT 2025","Fri May 02 09:48:50 GMT 2025","9108","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithoutAge","Upload a user with no Age - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 09:48:04 GMT 2025","Fri May 02 09:48:13 GMT 2025","9123","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUsersWithEqualCredentials","Get 400 status code by trying to create a user with the same credentials - API Test","Verifies the status code and response when trying to create a user with the same credentials"
"passed","Fri May 02 09:45:45 GMT 2025","Fri May 02 09:45:56 GMT 2025","11672","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","getAvailableZipCodes","Get available Zip codes - API Test","Verifies status code and response"
"passed","Fri May 02 09:50:12 GMT 2025","Fri May 02 09:50:21 GMT 2025","9095","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadSeveralUsers","Upload several users - API Test","Uploads several users and verifies status code and response"
"failed","Fri May 02 09:48:31 GMT 2025","Fri May 02 09:48:41 GMT 2025","9286","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWhereTwoWithoutNames","Try to upload two users, when both are with no Names - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 09:49:45 GMT 2025","Fri May 02 09:49:54 GMT 2025","9102","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithoutAgeAndZipCode","Upload a user with no Age and Zip code - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 09:48:59 GMT 2025","Fri May 02 09:49:08 GMT 2025","9101","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithIncorrectZipCode","Try to upload two users, when Zip code is incorrect for one user - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 09:49:26 GMT 2025","Fri May 02 09:49:35 GMT 2025","9098","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWhereBothWithoutSex","Try to upload two users, when both are with no Sex - API Test","Gets 409 status code and verifies response"
"passed","Fri May 02 09:49:17 GMT 2025","Fri May 02 09:49:26 GMT 2025","9098","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWithChangedFieldsOrder","Upload a user, when fields are reordered inside .json file - API Test","Uploads a user and verifies status code and response"
