"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri May 02 07:55:23 GMT 2025","Fri May 02 07:55:32 GMT 2025","9152","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","sendNullToAddNewZipCode","Try to send null inside an array - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 08:10:24 GMT 2025","Fri May 02 08:10:33 GMT 2025","9059","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenSexIsMissed","Try to update a user, when Sex is missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 08:00:15 GMT 2025","Fri May 02 08:00:24 GMT 2025","9087","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWithoutSex","Try to upload a user with no Sex - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 08:06:56 GMT 2025","Fri May 02 08:07:05 GMT 2025","9078","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWhenNoUsersCreated","Get 404 status code when try to delete not created user - API Test","Verifies the status code and response when tries to delete not existing user"
"failed","Fri May 02 07:56:27 GMT 2025","Fri May 02 07:56:36 GMT 2025","9133","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","sendNameOnly","Get 409 status code when send only Name inside request - API Test","Verifies the status code and response when only Name is sent"
"failed","Fri May 02 08:07:41 GMT 2025","Fri May 02 08:07:50 GMT 2025","9081","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUser","Delete User - API Test","Deletes a specified user and verifies status code and response"
"failed","Fri May 02 08:02:13 GMT 2025","Fri May 02 08:02:23 GMT 2025","9338","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersOlderThanAgeWhenParameterOnBorderOrIncorrect","Get Users older than border or incorrect parameters - API Test","Tries to get created users older than parameter and verifies status code and response"
"failed","Fri May 02 08:04:58 GMT 2025","Fri May 02 08:05:07 GMT 2025","9077","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenChangeTheFieldsOrderInToChangeValues","Update User, when changed fields order of userToChange - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 08:09:21 GMT 2025","Fri May 02 08:09:30 GMT 2025","9059","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateName","Update User's Name, age and zip code are missed in userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 07:55:42 GMT 2025","Fri May 02 07:55:51 GMT 2025","9082","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","sendIntToAddNewZipCode","Try to send an integer inside an array - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 08:00:42 GMT 2025","Fri May 02 08:00:51 GMT 2025","9092","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithUnavailableZipCode","Try to upload two users, when Zip code is unavailable for one user - API Test","Gets 424 status code and verifies response"
"passed","Fri May 02 08:06:46 GMT 2025","Fri May 02 08:06:46 GMT 2025","5","","com.coherentsolutions.java.restapi.testing.test.DataTest","","com.coherentsolutions.java.restapi.testing.test.DataTest","testGet","testGet()",""
"failed","Fri May 02 08:07:59 GMT 2025","Fri May 02 08:08:08 GMT 2025","9064","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithMissingNameAndSex","Get 409 status code when try to delete user, Name and Sex are missed in request - API Test","Verifies the status code and response when sends DELETE request with no Name and Sex"
"passed","Fri May 02 07:56:09 GMT 2025","Fri May 02 07:56:18 GMT 2025","9083","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","sendEmptyObjectToAddNewZipCode","Try to send an empty object - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 08:04:39 GMT 2025","Fri May 02 08:04:49 GMT 2025","9090","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenIncorrectZipCode","Try to update a user, when incorrect Zip code in userNewValues - API Test","Gets 424 status code and verifies initial user is not updated"
"failed","Fri May 02 08:01:19 GMT 2025","Fri May 02 08:01:28 GMT 2025","9086","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithIncorrectZipCode","Try to upload a user, when Zip code is incorrect - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 08:10:42 GMT 2025","Fri May 02 08:10:51 GMT 2025","9061","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenNameAndSexAreMissed","Try to update a user, when Name and Sex are missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 07:59:02 GMT 2025","Fri May 02 07:59:11 GMT 2025","9112","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithIncorrectTwoZipCodes","Try to upload two users, when Zip code is incorrect for both of them - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 07:57:40 GMT 2025","Fri May 02 07:57:49 GMT 2025","9119","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUser","Create User - API Test","Creates a user and verifies status code and response"
"passed","Fri May 02 08:06:46 GMT 2025","Fri May 02 08:06:46 GMT 2025","0","","com.coherentsolutions.java.restapi.testing.test.DataTest","","com.coherentsolutions.java.restapi.testing.test.DataTest","testGetCredentials","testGetCredentials()",""
"failed","Fri May 02 08:01:10 GMT 2025","Fri May 02 08:01:19 GMT 2025","9090","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWhereOneWithoutName","Try to upload two users, when one is with no Name - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 08:05:16 GMT 2025","Fri May 02 08:05:25 GMT 2025","9069","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWithTheSameData","Update User's all values are the same - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 08:07:23 GMT 2025","Fri May 02 08:07:32 GMT 2025","9088","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithMissingAge","Delete User when Age is missed in request - API Test","Deletes a user (Age is missed) and verifies status code and response"
"failed","Fri May 02 08:05:43 GMT 2025","Fri May 02 08:05:52 GMT 2025","9062","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenUserNewValuesAreNull","Try to update a user, when all values are null in userNewValues - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 07:57:04 GMT 2025","Fri May 02 07:57:13 GMT 2025","9113","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUserWhenUnavailableZipCode","Get 424 status code by sending unavailable Zip code in request - API Test","Verifies the status code and response when unavailable Zip code is sent"
"failed","Fri May 02 08:08:44 GMT 2025","Fri May 02 08:08:54 GMT 2025","9061","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenUsersToChangeValuesAreNull","Try to update a user, when all values are null in userToChange - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 07:58:35 GMT 2025","Fri May 02 07:58:44 GMT 2025","9117","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadNonJsonFile","Try to upload a .txt file - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 07:57:22 GMT 2025","Fri May 02 07:57:31 GMT 2025","9132","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUserWhenSendOnlyRequiredFields","Create User by sending only required fields in request - API Test","Creates a user and verifies the user is created when only required fields were sent"
"passed","Fri May 02 08:06:46 GMT 2025","Fri May 02 08:06:46 GMT 2025","12","","com.coherentsolutions.java.restapi.testing.test.DataTest","","com.coherentsolutions.java.restapi.testing.test.DataTest","testGetToken","testGetToken()",""
"failed","Fri May 02 08:04:49 GMT 2025","Fri May 02 08:04:58 GMT 2025","9068","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenNameIsMissed","Try to update a user, when Name is missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 08:06:37 GMT 2025","Fri May 02 08:06:46 GMT 2025","9057","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateNonExistingUser","Try to update a user, when userToChange does not exist - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 07:57:31 GMT 2025","Fri May 02 07:57:40 GMT 2025","9134","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUsersWithEqualCredentials","Get 400 status code by trying to create a user with the same credentials - API Test","Verifies the status code and response when trying to create a user with the same credentials"
"passed","Fri May 02 07:55:11 GMT 2025","Fri May 02 07:55:23 GMT 2025","12033","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","getAvailableZipCodes","Get available Zip codes - API Test","Verifies status code and response"
"failed","Fri May 02 08:08:08 GMT 2025","Fri May 02 08:08:17 GMT 2025","9067","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateAge","Update User's Age, zip code is missed in userNewValues - API Test","Updates a user and verifies status code and response"
"passed","Fri May 02 07:59:21 GMT 2025","Fri May 02 07:59:30 GMT 2025","9097","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWrittenInOneRowInsideJsonFile","Upload a user, when the code is in one row - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 07:59:11 GMT 2025","Fri May 02 07:59:21 GMT 2025","9094","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithoutAgeAndZipCode","Upload a user with no Age and Zip code - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 07:58:53 GMT 2025","Fri May 02 07:59:02 GMT 2025","9116","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWhereBothWithoutSex","Try to upload two users, when both are with no Sex - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 08:05:25 GMT 2025","Fri May 02 08:05:34 GMT 2025","9067","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenAllNewValuesAreNull","Try to update a user, when all values are null in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 08:00:33 GMT 2025","Fri May 02 08:00:42 GMT 2025","9095","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithTheSameUnavailableZipCodeForTwo","Try to upload two users, when Zip code is unavailable for both of them - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 08:09:48 GMT 2025","Fri May 02 08:09:57 GMT 2025","9059","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenUserToChangeIsNull","Try to update a user, when userToChange is null - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 08:02:41 GMT 2025","Fri May 02 08:02:50 GMT 2025","9125","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersBySexNegativeCases","Get 400 status code when try to get users by incorrect parameter - API Test","Verifies status code and response when try to get users by incorrect parameter"
"failed","Fri May 02 08:09:57 GMT 2025","Fri May 02 08:10:06 GMT 2025","9065","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenUserNewValuesAreNull","Try to update a user, when all values are null in userNewValues - API Test","Gets 400 status code and verifies the body"
"passed","Fri May 02 08:03:27 GMT 2025","Fri May 02 08:03:36 GMT 2025","9108","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersBySexIncorrectParameterValue","Get 400 status code when try to get users by sex=male - API Test","Verifies status code and response when try to get users by sex=male"
"failed","Fri May 02 08:03:54 GMT 2025","Fri May 02 08:04:03 GMT 2025","9095","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateAge","Update User's Age, zip code is missed in userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 08:09:12 GMT 2025","Fri May 02 08:09:21 GMT 2025","9062","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenChangeTheFieldsOrderInToChangeValues","Update User, when changed fields order of userToChange - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 07:56:00 GMT 2025","Fri May 02 07:56:09 GMT 2025","9066","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","sendEmptyArrayToAddNewZipCode","Try to send an empty array - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 08:03:36 GMT 2025","Fri May 02 08:03:45 GMT 2025","9277","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersYoungerThanAgeWhenParameterOnBorderOrIncorrect","Get Users younger than border or incorrect parameters - API Test","Tries to get created users younger than parameter and verifies status code and response"
"failed","Fri May 02 08:04:03 GMT 2025","Fri May 02 08:04:12 GMT 2025","9079","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateSex","Update User's Sex, age and zip code are missed in userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 08:07:50 GMT 2025","Fri May 02 08:07:59 GMT 2025","9068","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithMissingName","Get 409 status code when try to delete user, Name is missed in request - API Test","Verifies the status code and response when sends DELETE request with no Name"
"failed","Fri May 02 08:01:01 GMT 2025","Fri May 02 08:01:10 GMT 2025","9091","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithOneIncorrectAnotherUnavailableZipCode","Try to upload two users, when one Zip code is incorrect another is unavailable - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 08:07:32 GMT 2025","Fri May 02 08:07:41 GMT 2025","9071","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithMissingSex","Get 409 status code when try to delete user, Sex is missed in request - API Test","Verifies the status code and response when sends DELETE request with no Sex"
"passed","Fri May 02 07:55:51 GMT 2025","Fri May 02 07:56:00 GMT 2025","9263","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","addDuplicatedAlreadyUsedZipCodes","Add duplicated already used Zip codes - API Test","Verifies status code and response"
"failed","Fri May 02 07:56:45 GMT 2025","Fri May 02 07:56:55 GMT 2025","9129","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUserWhenChangeTheFieldsOrder","Create User when change fields order in the request - API Test","Creates a user and verifies the user is created when change the fields order inside request"
"failed","Fri May 02 08:02:04 GMT 2025","Fri May 02 08:02:13 GMT 2025","9169","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersBySex","Get Users by Sex - API Test","Gets created users by sex (lower case) and verifies status code and response"
"failed","Fri May 02 08:09:03 GMT 2025","Fri May 02 08:09:12 GMT 2025","9061","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenNameIsMissed","Try to update a user, when Name is missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 08:00:52 GMT 2025","Fri May 02 08:01:01 GMT 2025","9099","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithMissedComaInJson","Try to upload a .json file, when a coma is missed - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 08:02:50 GMT 2025","Fri May 02 08:02:59 GMT 2025","9146","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersBySexUpperCaseInParameter","Get Users by Sex - API Test","Gets created users by Sex (upper case) and verifies status code and response"
"failed","Fri May 02 07:57:49 GMT 2025","Fri May 02 07:57:58 GMT 2025","9101","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","sendSexOnly","Get 409 status code when send only Sex inside request - API Test","Verifies the status code and response when only Sex is sent"
"passed","Fri May 02 08:02:59 GMT 2025","Fri May 02 08:03:08 GMT 2025","9107","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersOlderThanAndYoungerThanAge","Get 409 status code when try to get users by two parameters of Age - API Test","Verifies status code and response"
"failed","Fri May 02 07:58:08 GMT 2025","Fri May 02 07:58:17 GMT 2025","9113","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithoutAge","Upload a user with no Age - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 08:03:17 GMT 2025","Fri May 02 08:03:27 GMT 2025","9135","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","filterUsersBySexAndAge","Get Users by Sex and Age - API Test","Gets created users by Sex and Age, verifies status code and response"
"failed","Fri May 02 07:56:36 GMT 2025","Fri May 02 07:56:45 GMT 2025","9120","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","sendEmptyBody","Get 409 status code when send an empty body in request - API Test","Verifies the status code and response when an empty body is sent"
"passed","Fri May 02 07:55:32 GMT 2025","Fri May 02 07:55:42 GMT 2025","9113","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","addDuplicatedZipCodes","Add duplicated Zip codes - API Test","Verifies status code and response, only unique codes should be added"
"passed","Fri May 02 08:00:06 GMT 2025","Fri May 02 08:00:15 GMT 2025","9067","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserNoUsersCreatedPreviously","Upload a user, when no user is created before uploading - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 08:03:08 GMT 2025","Fri May 02 08:03:17 GMT 2025","9080","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersOlderThanAge","Get Users older than parameter - API Test","Gets created users older than 25 and verifies status code and response"
"failed","Fri May 02 07:58:17 GMT 2025","Fri May 02 07:58:26 GMT 2025","9098","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWithoutNameAndSex","Try to upload a user, when Name and Sex are missed - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 08:06:19 GMT 2025","Fri May 02 08:06:28 GMT 2025","9080","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserAllValues","Update User's all values - API Test","Updates a user and verifies status code and response"
