"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri May 02 21:16:35 GMT 2025","Fri May 02 21:16:44 GMT 2025","9044","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenUserToChangeIsNull","Try to update a user, when userToChange is null - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:12:03 GMT 2025","Fri May 02 21:12:12 GMT 2025","9050","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWithTheSameData","Update User's all values are the same - API Test","Updates a user and verifies status code and response"
"passed","Fri May 02 21:08:44 GMT 2025","Fri May 02 21:08:53 GMT 2025","9060","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWhenTwoCreatedPreviously","Upload a user when several users were created previously - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 21:08:07 GMT 2025","Fri May 02 21:08:16 GMT 2025","9054","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithIncorrectZipCode","Try to upload a user, when Zip code is incorrect - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 21:12:48 GMT 2025","Fri May 02 21:12:57 GMT 2025","9055","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenUnavailableZipCode","Try to update a user, when unavailable Zip code in userNewValues - API Test","Gets 424 status code and verifies initial user is not updated"
"failed","Fri May 02 21:05:42 GMT 2025","Fri May 02 21:05:51 GMT 2025","9061","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWhereBothWithoutSex","Try to upload two users, when both are with no Sex - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 21:12:12 GMT 2025","Fri May 02 21:12:21 GMT 2025","9045","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenAllNewValuesAreNull","Try to update a user, when all values are null in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 21:14:01 GMT 2025","Fri May 02 21:14:10 GMT 2025","9045","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithMissingZipCode","Delete User when Zip code is missed in request - API Test","Deletes a user (Zip cod is missed) and verifies status code and response"
"failed","Fri May 02 21:02:32 GMT 2025","Fri May 02 21:02:41 GMT 2025","9050","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","sendIntToAddNewZipCode","Try to send an integer inside an array - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 21:15:04 GMT 2025","Fri May 02 21:15:13 GMT 2025","9049","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateSex","Update User's Sex, age and zip code are missed in userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:13:43 GMT 2025","Fri May 02 21:13:52 GMT 2025","9050","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWhenNoUsersCreated","Get 404 status code when try to delete not created user - API Test","Verifies the status code and response when tries to delete not existing user"
"failed","Fri May 02 21:05:51 GMT 2025","Fri May 02 21:06:01 GMT 2025","9053","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithIncorrectTwoZipCodes","Try to upload two users, when Zip code is incorrect for both of them - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 21:07:22 GMT 2025","Fri May 02 21:07:31 GMT 2025","9056","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithTheSameUnavailableZipCodeForTwo","Try to upload two users, when Zip code is unavailable for both of them - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 21:10:33 GMT 2025","Fri May 02 21:10:42 GMT 2025","9048","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsers","Get Users - API Test","Gets created users and verifies status code and response"
"passed","Fri May 02 21:08:34 GMT 2025","Fri May 02 21:08:44 GMT 2025","9050","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUser","Upload a user - API Test","Uploads a user and verifies status code and response"
"passed","Fri May 02 21:06:10 GMT 2025","Fri May 02 21:06:19 GMT 2025","9053","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWrittenInOneRowInsideJsonFile","Upload a user, when the code is in one row - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 21:05:06 GMT 2025","Fri May 02 21:05:15 GMT 2025","9069","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWithoutNameAndSex","Try to upload a user, when Name and Sex are missed - API Test","Gets 409 status code and verifies response"
"passed","Fri May 02 21:13:34 GMT 2025","Fri May 02 21:13:34 GMT 2025","0","","com.coherentsolutions.java.restapi.testing.test.DataTest","","com.coherentsolutions.java.restapi.testing.test.DataTest","testGetZipCodesURL","testGetZipCodesURL()",""
"failed","Fri May 02 21:02:13 GMT 2025","Fri May 02 21:02:23 GMT 2025","9096","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","sendNullToAddNewZipCode","Try to send null inside an array - API Test","Gets 400 status code and verifies response"
"passed","Fri May 02 21:02:23 GMT 2025","Fri May 02 21:02:32 GMT 2025","9071","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","addDuplicatedZipCodes","Add duplicated Zip codes - API Test","Verifies status code and response, only unique codes should be added"
"failed","Fri May 02 21:04:03 GMT 2025","Fri May 02 21:04:12 GMT 2025","9059","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUserWhenIncorrectZipCode","Get 424 status code by sending incorrect Zip code in request - API Test","Verifies the status code and response when incorrect Zip code is sent"
"failed","Fri May 02 21:16:44 GMT 2025","Fri May 02 21:16:53 GMT 2025","9044","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenUserNewValuesAreNull","Try to update a user, when all values are null in userNewValues - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:05:15 GMT 2025","Fri May 02 21:05:24 GMT 2025","9077","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithIncorrectZipCode","Try to upload two users, when Zip code is incorrect for one user - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 21:13:07 GMT 2025","Fri May 02 21:13:16 GMT 2025","9053","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserAllValues","Update User's all values - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:16:17 GMT 2025","Fri May 02 21:16:26 GMT 2025","9042","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWithTheSameData","Update User's all values are the same - API Test","Updates a user and verifies status code and response"
"passed","Fri May 02 21:05:33 GMT 2025","Fri May 02 21:05:42 GMT 2025","9055","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWithChangedFieldsOrder","Upload a user, when fields are reordered inside .json file - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 21:12:21 GMT 2025","Fri May 02 21:12:30 GMT 2025","9047","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenUserToChangeIsNull","Try to update a user, when userToChange is null - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:03:26 GMT 2025","Fri May 02 21:03:35 GMT 2025","9091","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","sendEmptyBody","Get 409 status code when send an empty body in request - API Test","Verifies the status code and response when an empty body is sent"
"failed","Fri May 02 21:15:58 GMT 2025","Fri May 02 21:16:08 GMT 2025","9043","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenChangeTheFieldsOrderInToChangeValues","Update User, when changed fields order of userToChange - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:16:26 GMT 2025","Fri May 02 21:16:35 GMT 2025","9051","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenAllNewValuesAreNull","Try to update a user, when all values are null in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 21:16:08 GMT 2025","Fri May 02 21:16:17 GMT 2025","9044","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateName","Update User's Name, age and zip code are missed in userNewValues - API Test","Updates a user and verifies status code and response"
"passed","Fri May 02 21:13:34 GMT 2025","Fri May 02 21:13:34 GMT 2025","1","","com.coherentsolutions.java.restapi.testing.test.DataTest","","com.coherentsolutions.java.restapi.testing.test.DataTest","testGetZipCodesExpandURL","testGetZipCodesExpandURL()",""
"failed","Fri May 02 21:03:17 GMT 2025","Fri May 02 21:03:26 GMT 2025","9105","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","sendNameOnly","Get 409 status code when send only Name inside request - API Test","Verifies the status code and response when only Name is sent"
"failed","Fri May 02 21:10:42 GMT 2025","Fri May 02 21:10:51 GMT 2025","9078","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateAge","Update User's Age, zip code is missed in userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:06:46 GMT 2025","Fri May 02 21:06:55 GMT 2025","9054","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithoutZipCode","Upload a user with no Zip code - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 21:11:09 GMT 2025","Fri May 02 21:11:18 GMT 2025","9065","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenChangeUsersOrderInRequestBody","Update User, when userToChange goes first in the request body - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:04:30 GMT 2025","Fri May 02 21:04:39 GMT 2025","9077","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUser","Create User - API Test","Creates a user and verifies status code and response"
"failed","Fri May 02 21:09:56 GMT 2025","Fri May 02 21:10:05 GMT 2025","9064","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersOlderThanAge","Get Users older than parameter - API Test","Gets created users older than 25 and verifies status code and response"
"passed","Fri May 02 21:06:55 GMT 2025","Fri May 02 21:07:04 GMT 2025","9042","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserNoUsersCreatedPreviously","Upload a user, when no user is created before uploading - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 21:03:53 GMT 2025","Fri May 02 21:04:03 GMT 2025","9058","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUserWhenUnavailableZipCode","Get 424 status code by sending unavailable Zip code in request - API Test","Verifies the status code and response when unavailable Zip code is sent"
"failed","Fri May 02 21:17:29 GMT 2025","Fri May 02 21:17:38 GMT 2025","9043","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenNameAndSexAreMissed","Try to update a user, when Name and Sex are missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 21:06:37 GMT 2025","Fri May 02 21:06:46 GMT 2025","9054","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithUnavailableZipCode","Try to upload a user, when Zip code is unavailable - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 21:17:38 GMT 2025","Fri May 02 21:17:47 GMT 2025","9040","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateNonExistingUser","Try to update a user, when userToChange does not exist - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:08:53 GMT 2025","Fri May 02 21:09:02 GMT 2025","9102","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersBySex","Get Users by Sex - API Test","Gets created users by sex (lower case) and verifies status code and response"
"failed","Fri May 02 21:07:49 GMT 2025","Fri May 02 21:07:58 GMT 2025","9048","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithOneIncorrectAnotherUnavailableZipCode","Try to upload two users, when one Zip code is incorrect another is unavailable - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 21:14:46 GMT 2025","Fri May 02 21:14:55 GMT 2025","9046","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithMissingNameAndSex","Get 409 status code when try to delete user, Name and Sex are missed in request - API Test","Verifies the status code and response when sends DELETE request with no Name and Sex"
"failed","Fri May 02 21:15:49 GMT 2025","Fri May 02 21:15:58 GMT 2025","9045","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenNameIsMissed","Try to update a user, when Name is missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 21:11:54 GMT 2025","Fri May 02 21:12:03 GMT 2025","9051","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateName","Update User's Name, age and zip code are missed in userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:07:13 GMT 2025","Fri May 02 21:07:22 GMT 2025","9060","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadAnEmptyFile","Try to upload an empty .json file - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 21:11:36 GMT 2025","Fri May 02 21:11:45 GMT 2025","9055","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenNameIsMissed","Try to update a user, when Name is missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 21:15:22 GMT 2025","Fri May 02 21:15:31 GMT 2025","9047","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenChangeUsersOrderInRequestBody","Update User, when userToChange goes first in the request body - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:07:40 GMT 2025","Fri May 02 21:07:49 GMT 2025","9053","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithMissedComaInJson","Try to upload a .json file, when a coma is missed - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 21:10:51 GMT 2025","Fri May 02 21:11:00 GMT 2025","9048","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateSex","Update User's Sex, age and zip code are missed in userNewValues - API Test","Updates a user and verifies status code and response"
"passed","Fri May 02 21:03:08 GMT 2025","Fri May 02 21:03:17 GMT 2025","9074","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","addNewZipCodes","Add new Zip codes - API Test","Verifies status code and response"
"failed","Fri May 02 21:12:39 GMT 2025","Fri May 02 21:12:48 GMT 2025","9044","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenChangeTheFieldsOrderInNewValues","Update User, when changed fields order of userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:04:48 GMT 2025","Fri May 02 21:04:57 GMT 2025","9194","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWhereTwoWithoutNames","Try to upload two users, when both are with no Names - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 21:15:13 GMT 2025","Fri May 02 21:15:22 GMT 2025","9049","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateZipCode","Update User's Sex, age is missed in userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:05:24 GMT 2025","Fri May 02 21:05:33 GMT 2025","9073","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadNonJsonFile","Try to upload a .txt file - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 21:15:31 GMT 2025","Fri May 02 21:15:40 GMT 2025","9041","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenUsersToChangeValuesAreNull","Try to update a user, when all values are null in userToChange - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:17:20 GMT 2025","Fri May 02 21:17:29 GMT 2025","9047","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserAllValues","Update User's all values - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:14:28 GMT 2025","Fri May 02 21:14:37 GMT 2025","9054","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUser","Delete User - API Test","Deletes a specified user and verifies status code and response"
"failed","Fri May 02 21:10:05 GMT 2025","Fri May 02 21:10:14 GMT 2025","9102","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","filterUsersBySexAndAge","Get Users by Sex and Age - API Test","Gets created users by Sex and Age, verifies status code and response"
"failed","Fri May 02 21:06:19 GMT 2025","Fri May 02 21:06:28 GMT 2025","9054","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWithoutName","Try to upload a user with no Name - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 21:14:55 GMT 2025","Fri May 02 21:15:04 GMT 2025","9048","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateAge","Update User's Age, zip code is missed in userNewValues - API Test","Updates a user and verifies status code and response"
"passed","Fri May 02 21:13:34 GMT 2025","Fri May 02 21:13:34 GMT 2025","0","","com.coherentsolutions.java.restapi.testing.test.DataTest","","com.coherentsolutions.java.restapi.testing.test.DataTest","testGetCredentials","testGetCredentials()",""
"failed","Fri May 02 21:09:38 GMT 2025","Fri May 02 21:09:47 GMT 2025","9059","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersBySexUpperCaseInParameter","Get Users by Sex - API Test","Gets created users by Sex (upper case) and verifies status code and response"
"failed","Fri May 02 21:04:39 GMT 2025","Fri May 02 21:04:48 GMT 2025","9061","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","sendSexOnly","Get 409 status code when send only Sex inside request - API Test","Verifies the status code and response when only Sex is sent"
"failed","Fri May 02 21:06:01 GMT 2025","Fri May 02 21:06:10 GMT 2025","9058","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithoutAgeAndZipCode","Upload a user with no Age and Zip code - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 21:11:18 GMT 2025","Fri May 02 21:11:27 GMT 2025","9055","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenUsersToChangeValuesAreNull","Try to update a user, when all values are null in userToChange - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:13:16 GMT 2025","Fri May 02 21:13:25 GMT 2025","9044","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenNameAndSexAreMissed","Try to update a user, when Name and Sex are missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 21:11:27 GMT 2025","Fri May 02 21:11:36 GMT 2025","9048","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenIncorrectZipCode","Try to update a user, when incorrect Zip code in userNewValues - API Test","Gets 424 status code and verifies initial user is not updated"
"failed","Fri May 02 21:17:11 GMT 2025","Fri May 02 21:17:20 GMT 2025","9041","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenSexIsMissed","Try to update a user, when Sex is missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
