"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri May 02 21:44:22 GMT 2025","Fri May 02 21:44:32 GMT 2025","9070","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenAllNewValuesAreNull","Try to update a user, when all values are null in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 21:43:01 GMT 2025","Fri May 02 21:43:10 GMT 2025","9063","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateSex","Update User's Sex, age and zip code are missed in userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:33:37 GMT 2025","Fri May 02 21:33:46 GMT 2025","9085","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWhereBothWithoutSex","Try to upload two users, when both are with no Sex - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 21:38:47 GMT 2025","Fri May 02 21:38:56 GMT 2025","9062","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateSex","Update User's Sex, age and zip code are missed in userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:33:19 GMT 2025","Fri May 02 21:33:28 GMT 2025","9103","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadNonJsonFile","Try to upload a .txt file - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 21:37:25 GMT 2025","Fri May 02 21:37:34 GMT 2025","9116","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersBySexNegativeCases","Get 400 status code when try to get users by incorrect parameter - API Test","Verifies status code and response when try to get users by incorrect parameter"
"failed","Fri May 02 21:45:26 GMT 2025","Fri May 02 21:45:35 GMT 2025","9058","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenNameAndSexAreMissed","Try to update a user, when Name and Sex are missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 21:31:30 GMT 2025","Fri May 02 21:31:39 GMT 2025","9119","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUserWhenChangeTheFieldsOrder","Create User when change fields order in the request - API Test","Creates a user and verifies the user is created when change the fields order inside request"
"passed","Fri May 02 21:41:30 GMT 2025","Fri May 02 21:41:30 GMT 2025","1","","com.coherentsolutions.java.restapi.testing.test.DataTest","","com.coherentsolutions.java.restapi.testing.test.DataTest","testGetZipCodesExpandURL","testGetZipCodesExpandURL()",""
"failed","Fri May 02 21:30:44 GMT 2025","Fri May 02 21:30:53 GMT 2025","9068","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","sendEmptyArrayToAddNewZipCode","Try to send an empty array - API Test","Gets 400 status code and verifies response"
"passed","Fri May 02 21:34:23 GMT 2025","Fri May 02 21:34:32 GMT 2025","9084","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadSeveralUsers","Upload several users - API Test","Uploads several users and verifies status code and response"
"failed","Fri May 02 21:39:05 GMT 2025","Fri May 02 21:39:14 GMT 2025","9074","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenChangeUsersOrderInRequestBody","Update User, when userToChange goes first in the request body - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:33:56 GMT 2025","Fri May 02 21:34:05 GMT 2025","9088","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithoutAgeAndZipCode","Upload a user with no Age and Zip code - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 21:40:18 GMT 2025","Fri May 02 21:40:27 GMT 2025","9063","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenUserToChangeIsNull","Try to update a user, when userToChange is null - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:32:52 GMT 2025","Fri May 02 21:33:01 GMT 2025","9146","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithoutAge","Upload a user with no Age - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 21:43:55 GMT 2025","Fri May 02 21:44:04 GMT 2025","9059","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenChangeTheFieldsOrderInToChangeValues","Update User, when changed fields order of userToChange - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:32:43 GMT 2025","Fri May 02 21:32:52 GMT 2025","9299","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWhereTwoWithoutNames","Try to upload two users, when both are with no Names - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 21:43:28 GMT 2025","Fri May 02 21:43:37 GMT 2025","9062","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenUsersToChangeValuesAreNull","Try to update a user, when all values are null in userToChange - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:35:17 GMT 2025","Fri May 02 21:35:26 GMT 2025","9079","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithTheSameUnavailableZipCodeForTwo","Try to upload two users, when Zip code is unavailable for both of them - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 21:41:21 GMT 2025","Fri May 02 21:41:30 GMT 2025","9059","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateNonExistingUser","Try to update a user, when userToChange does not exist - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:34:59 GMT 2025","Fri May 02 21:35:08 GMT 2025","9077","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWithoutSex","Try to upload a user with no Sex - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 21:43:46 GMT 2025","Fri May 02 21:43:55 GMT 2025","9060","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenNameIsMissed","Try to update a user, when Name is missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 21:31:20 GMT 2025","Fri May 02 21:31:30 GMT 2025","9157","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","sendEmptyBody","Get 409 status code when send an empty body in request - API Test","Verifies the status code and response when an empty body is sent"
"failed","Fri May 02 21:40:36 GMT 2025","Fri May 02 21:40:45 GMT 2025","9066","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenChangeTheFieldsOrderInNewValues","Update User, when changed fields order of userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:35:54 GMT 2025","Fri May 02 21:36:03 GMT 2025","9080","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWhereOneWithoutName","Try to upload two users, when one is with no Name - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 21:35:08 GMT 2025","Fri May 02 21:35:17 GMT 2025","9090","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadAnEmptyFile","Try to upload an empty .json file - API Test","Gets 400 status code and verifies response"
"failed","Fri May 02 21:37:34 GMT 2025","Fri May 02 21:37:43 GMT 2025","9114","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersBySexUpperCaseInParameter","Get Users by Sex - API Test","Gets created users by Sex (upper case) and verifies status code and response"
"passed","Fri May 02 21:30:17 GMT 2025","Fri May 02 21:30:26 GMT 2025","9113","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","","com.coherentsolutions.java.restapi.testing.test.ZipCodeTest","addDuplicatedZipCodes","Add duplicated Zip codes - API Test","Verifies status code and response, only unique codes should be added"
"failed","Fri May 02 21:42:52 GMT 2025","Fri May 02 21:43:01 GMT 2025","9069","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateAge","Update User's Age, zip code is missed in userNewValues - API Test","Updates a user and verifies status code and response"
"passed","Fri May 02 21:41:30 GMT 2025","Fri May 02 21:41:30 GMT 2025","3","","com.coherentsolutions.java.restapi.testing.test.DataTest","","com.coherentsolutions.java.restapi.testing.test.DataTest","testGet","testGet()",""
"failed","Fri May 02 21:35:45 GMT 2025","Fri May 02 21:35:54 GMT 2025","9086","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithOneIncorrectAnotherUnavailableZipCode","Try to upload two users, when one Zip code is incorrect another is unavailable - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 21:32:33 GMT 2025","Fri May 02 21:32:42 GMT 2025","9094","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","sendSexOnly","Get 409 status code when send only Sex inside request - API Test","Verifies the status code and response when only Sex is sent"
"failed","Fri May 02 21:44:59 GMT 2025","Fri May 02 21:45:08 GMT 2025","9069","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenUnavailableZipCode","Try to update a user, when unavailable Zip code in userNewValues - API Test","Gets 424 status code and verifies initial user is not updated"
"failed","Fri May 02 21:38:19 GMT 2025","Fri May 02 21:38:29 GMT 2025","9242","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersYoungerThanAgeWhenParameterOnBorderOrIncorrect","Get Users younger than border or incorrect parameters - API Test","Tries to get created users younger than parameter and verifies status code and response"
"failed","Fri May 02 21:45:17 GMT 2025","Fri May 02 21:45:26 GMT 2025","9061","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserAllValues","Update User's all values - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:39:14 GMT 2025","Fri May 02 21:39:23 GMT 2025","9066","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenUsersToChangeValuesAreNull","Try to update a user, when all values are null in userToChange - API Test","Gets 400 status code and verifies the body"
"passed","Fri May 02 21:36:30 GMT 2025","Fri May 02 21:36:39 GMT 2025","9076","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUser","Upload a user - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 21:40:08 GMT 2025","Fri May 02 21:40:18 GMT 2025","9064","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenAllNewValuesAreNull","Try to update a user, when all values are null in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 21:34:41 GMT 2025","Fri May 02 21:34:50 GMT 2025","9089","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadUserWithoutZipCode","Upload a user with no Zip code - API Test","Uploads a user and verifies status code and response"
"failed","Fri May 02 21:39:59 GMT 2025","Fri May 02 21:40:08 GMT 2025","9062","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWithTheSameData","Update User's all values are the same - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:37:07 GMT 2025","Fri May 02 21:37:16 GMT 2025","9102","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","filterUsersByAgeAndSex","Get Users by Age and Sex - API Test","Gets created users by Age and Sex, verifies status code and response"
"failed","Fri May 02 21:42:06 GMT 2025","Fri May 02 21:42:16 GMT 2025","9098","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithMissingAge","Delete User when Age is missed in request - API Test","Deletes a user (Age is missed) and verifies status code and response"
"failed","Fri May 02 21:44:32 GMT 2025","Fri May 02 21:44:41 GMT 2025","9065","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenUserToChangeIsNull","Try to update a user, when userToChange is null - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:41:30 GMT 2025","Fri May 02 21:41:39 GMT 2025","9081","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithOnlyRequiredFields","Delete User when only required fields are provided in the request - API Test","Deletes a user (only required fields are sent) and verifies status code and response"
"failed","Fri May 02 21:43:37 GMT 2025","Fri May 02 21:43:46 GMT 2025","9065","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenIncorrectZipCode","Try to update a user, when incorrect Zip code in userNewValues - API Test","Gets 424 status code and verifies initial user is not updated"
"failed","Fri May 02 21:44:04 GMT 2025","Fri May 02 21:44:13 GMT 2025","9057","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateName","Update User's Name, age and zip code are missed in userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:38:01 GMT 2025","Fri May 02 21:38:10 GMT 2025","9119","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","filterUsersBySexAndAge","Get Users by Sex and Age - API Test","Gets created users by Sex and Age, verifies status code and response"
"failed","Fri May 02 21:44:13 GMT 2025","Fri May 02 21:44:22 GMT 2025","9060","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWithTheSameData","Update User's all values are the same - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 21:44:41 GMT 2025","Fri May 02 21:44:50 GMT 2025","9058","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenUserNewValuesAreNull","Try to update a user, when all values are null in userNewValues - API Test","Gets 400 status code and verifies the body"
"failed","Fri May 02 21:41:39 GMT 2025","Fri May 02 21:41:48 GMT 2025","9075","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWhenNoUsersCreated","Get 404 status code when try to delete not created user - API Test","Verifies the status code and response when tries to delete not existing user"
"failed","Fri May 02 21:34:14 GMT 2025","Fri May 02 21:34:23 GMT 2025","9080","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWithoutName","Try to upload a user with no Name - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 21:37:52 GMT 2025","Fri May 02 21:38:01 GMT 2025","9083","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersOlderThanAge","Get Users older than parameter - API Test","Gets created users older than 25 and verifies status code and response"
"failed","Fri May 02 21:33:01 GMT 2025","Fri May 02 21:33:10 GMT 2025","9107","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWithoutNameAndSex","Try to upload a user, when Name and Sex are missed - API Test","Gets 409 status code and verifies response"
"passed","Fri May 02 21:41:30 GMT 2025","Fri May 02 21:41:30 GMT 2025","2","","com.coherentsolutions.java.restapi.testing.test.DataTest","","com.coherentsolutions.java.restapi.testing.test.DataTest","testGetToken","testGetToken()",""
"failed","Fri May 02 21:31:57 GMT 2025","Fri May 02 21:32:06 GMT 2025","9084","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","","com.coherentsolutions.java.restapi.testing.test.CreateUserTest","createUserWhenIncorrectZipCode","Get 424 status code by sending incorrect Zip code in request - API Test","Verifies the status code and response when incorrect Zip code is sent"
"passed","Fri May 02 21:36:39 GMT 2025","Fri May 02 21:36:48 GMT 2025","9080","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadOneUserWhenTwoCreatedPreviously","Upload a user when several users were created previously - API Test","Uploads a user and verifies status code and response"
